Id,País,2009_Quantidade,2009_Valor,2010_Quantidade,2010_Valor,2011_Quantidade,2011_Valor,2012_Quantidade,2012_Valor,2013_Quantidade,2013_Valor,2014_Quantidade,2014_Valor,2015_Quantidade,2015_Valor,2016_Quantidade,2016_Valor,2017_Quantidade,2017_Valor,2018_Quantidade,2018_Valor,2019_Quantidade,2019_Valor,2020_Quantidade,2020_Valor,2021_Quantidade,2021_Valor,2022_Quantidade,2022_Valor,2023_Quantidade,2023_Valor,Categoria
61,Hungria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
62,Ilha de Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,59.0,24.0,22.0,14.0,60.0,24.0,25.0,144,202,Suco
63,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,41.0,66.0,83.0,0.0,0.0,258.0,360.0,220.0,496.0,0,0,Suco
64,Indonésia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,Suco
65,Irã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,206.0,5.0,84.0,0.0,0.0,0,0,Suco
66,Iraque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
67,Irlanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3728.0,5977.0,930,2373,Suco
68,Israel,18550.0,46097.0,18550.0,46097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
69,Itália,37500.0,88201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4968.0,14205.0,6120.0,13764.0,1655,1952,Suco
70,Iugoslâvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
71,Jamaica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
72,Japão,4003555.0,8938827.0,2707950.0,7174253.0,4001175.0,14015433.0,2168980.0,6749165.0,3535083.0,10484979.0,4450419.0,11610811.0,2036338.0,4596349.0,1845255.0,4043813.0,1890810.0,5330360.0,1006241.0,2379350.0,1381569.0,3277767.0,481953.0,1128364.0,950486.0,2082222.0,2187768.0,4777682.0,2583100,6376989,Suco
73,Líbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,14880.0,23946.0,0.0,0.0,16800,25432,Suco
74,Libéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,326.0,520.0,638.0,842.0,1194.0,878.0,1123.0,1618.0,2054.0,1231,1737,Suco
75,Líbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7584.0,20760.0,30720.0,96754.0,33156.0,87798.0,0.0,0.0,0.0,0.0,0.0,0.0,207360.0,121731.0,16587.0,22232.0,285756.0,476853.0,265152.0,278404.0,74988,95805,Suco
76,Luxemburgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,430.0,24.0,23.0,0,0,Suco
77,Malásia,18550.0,44520.0,0.0,0.0,18550.0,72160.0,0.0,0.0,18550.0,53795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9275.0,24115.0,10070.0,22066.0,0.0,0.0,16695.0,36729.0,0,0,Suco
78,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,105.0,276.0,277.0,2364.0,2825.0,1500.0,2360.0,915.0,1564.0,1575,2007,Suco
79,"Marshall, Ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,678.0,817.0,948.0,1479.0,1844.0,4282.0,6165.0,4002.0,6122.0,2936,4694,Suco
80,Mauritânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
81,México,18550.0,48230.0,37074.0,102175.0,61932.0,243124.0,83291.0,309005.0,86626.0,310549.0,109550.0,281131.0,82377.0,238026.0,95340.0,305904.0,76435.0,279378.0,24173.0,66078.0,24602.0,67789.0,46857.0,112458.0,8829.0,21188.0,4516.0,10837.0,0,0,Suco
82,Moçambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,441.0,0.0,0.0,0,0,Suco
83,Mônaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,0.0,0.0,0.0,0.0,0,0,Suco
84,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0,0,Suco
85,Namíbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
86,Nigéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,2430.0,12390,16966,Suco
87,Noruega,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,727.0,0.0,0.0,554.0,580.0,592.0,1328.0,590.0,1034.0,12,19,Suco
88,Nova Caledônia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,1095.0,0.0,0.0,0,0,Suco
89,Nova Zelândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18550.0,46376.0,9275.0,24115.0,9275.0,20405.0,0.0,0.0,0.0,0.0,9275.0,24115.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,1741.0,6984,17987,Suco
90,Países Baixos,0.0,0.0,0.0,0.0,12575.0,31489.0,30.0,130.0,185500.0,475488.0,0.0,0.0,31.0,38.0,0.0,0.0,90.0,234.0,97.0,130.0,144.0,151.0,84.0,109.0,7194.0,23063.0,793.0,1498.0,36,55,Suco
91,Panamá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,617.0,0.0,0.0,0.0,0.0,534.0,734.0,691.0,801.0,1335.0,1714.0,3376.0,5698.0,5146.0,8912.0,11770,14148,Suco
92,Paquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
93,Paraguai,11683.0,23404.0,13693.0,27644.0,14707.0,26178.0,52267.0,71708.0,57407.0,106312.0,118336.0,192846.0,170571.0,232486.0,105816.0,157128.0,120644.0,188985.0,128378.0,168205.0,23723.0,24609.0,216654.0,228263.0,233881.0,253691.0,167679.0,196541.0,319087,366822,Suco
94,Peru,7950.0,19478.0,0.0,0.0,11925.0,47343.0,5035.0,18881.0,10755.0,26560.0,10995.0,29702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38173.0,81563.0,34700,73918,Suco
95,Polônia,0.0,0.0,0.0,0.0,379.0,1708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
96,Porto Rico,351740.0,803785.0,75860.0,178570.0,74200.0,293092.0,0.0,0.0,0.0,0.0,18550.0,48230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24380.0,53636.0,24380.0,53636.0,0,0,Suco
97,Portugal,0.0,0.0,121.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082.0,2803.0,24.0,24.0,105284.0,96479.0,222502.0,164783.0,146637.0,133524.0,79062,88208,Suco
98,Quênia,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
99,Reino Unido,30.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,1692.0,0.0,0.0,8706.0,16372.0,457.0,929.0,8216.0,15433.0,672.0,1773.0,1464.0,2373.0,8829.0,16213.0,6412.0,13508.0,5290,13668,Suco
100,República Centro Africana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
101,República Dominicana,21465.0,60138.0,21431.0,61904.0,38160.0,151549.0,14310.0,54564.0,37365.0,83445.0,25970.0,97634.0,20270.0,65855.0,25970.0,96571.0,44520.0,169620.0,29680.0,113081.0,29680.0,113080.0,14840.0,56540.0,27825.0,84068.0,25440.0,80791.0,25440,78719,Suco
102,República Federativa da Rússia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
103,Rússia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,83.0,0.0,0.0,0.0,0.0,24.0,37.0,0,0,Suco
104,São Tomé e Príncipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
105,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
106,Serra Leoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
107,Singapura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3526.0,12989.0,2020.0,3510.0,1449.0,2509.0,1749,3686,Suco
108,Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
109,Suécia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
110,Suíça,297.0,467.0,119.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,276.0,826.0,144.0,155.0,0,0,Suco
111,Suriname,0.0,0.0,0.0,0.0,41000.0,144320.0,21750.0,78278.0,12250.0,45693.0,25250.0,94184.0,23445.0,85387.0,15000.0,53460.0,19000.0,71250.0,0.0,0.0,3180.0,8586.0,13030.0,31236.0,5300.0,17596.0,2650.0,6758.0,8480,23701,Suco
112,Tailândia,4500.0,12789.0,2400.0,6821.0,0.0,0.0,2700.0,10800.0,3300.0,58383.0,4980.0,19920.0,0.0,0.0,3960.0,33741.0,6720.0,23275.0,96.0,108.0,84.0,82.0,1278.0,5183.0,2.0,4.0,0.0,0.0,24,37,Suco
113,Taiwan (Formosa),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809.0,4834.0,0.0,0.0,58358.0,107799.0,60813.0,122005.0,33375.0,93988.0,54173,132752,Suco
114,Tanzânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
115,"Tcheca, República",0.0,0.0,941.0,3917.0,0.0,0.0,0.0,0.0,120.0,416.0,360.0,1184.0,0.0,0.0,130.0,279.0,194.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
116,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,489.0,709.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
117,Toquelau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,39,Suco
118,Trinidade e Tobago,0.0,0.0,0.0,0.0,18550.0,71232.0,37100.0,137106.0,18550.0,63958.0,37100.0,127997.0,39155.0,132194.0,37610.0,128791.0,18550.0,63977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
119,Turquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,100.0,24.0,30.0,48.0,54.0,0.0,0.0,0.0,0.0,230,455,Suco
120,Uruguai,320.0,832.0,160.0,480.0,241.0,905.0,160.0,620.0,0.0,0.0,0.0,0.0,672.0,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Suco
121,Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,12.0,9.0,0,0,Suco
122,Venezuela,7688.0,15969.0,450.0,1512.0,52680.0,163175.0,53280.0,168408.0,123975.0,376208.0,53333.0,159345.0,17640.0,51709.0,632937.0,2004454.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,230.0,0.0,0.0,0.0,0.0,30206,47287,Suco
1,Africa do Sul,15300.0,32130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,44.0,152.0,0.0,0.0,0.0,0.0,30,136,Uva
2,"Alemanha, República Democrática",759594.0,1475757.0,713942.0,1437429.0,1167243.0,2430345.0,1021075.0,2064845.0,2457655.0,5316776.0,1649514.0,3524291.0,3277187.0,6532957.0,2384112.0,5161080.0,3353831.0,6730502.0,2870420.0,5833592.0,1863097.0,3480290.0,1371694.0,2791556.0,1461590.0,2569452.0,559012.0,1213303.0,1701887,4101648,Uva
3,Angola,29700.0,110058.0,0.0,0.0,0.0,0.0,350.0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,75.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
4,Antígua e Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,164.0,190.0,580.0,304.0,1013.0,437.0,1349.0,253.0,999.0,260,1173,Uva
5,Arabia Saudita,0.0,0.0,0.0,0.0,15300.0,30600.0,0.0,0.0,0.0,0.0,0.0,0.0,61200.0,140760.0,0.0,0.0,0.0,0.0,14725.0,28615.0,167731.0,271231.0,32325.0,95999.0,2818.0,14671.0,12224.0,53675.0,2234,19382,Uva
6,Argélia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20672.0,30968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
7,Argentina,414008.0,929225.0,446280.0,1005124.0,264816.0,471205.0,170851.0,298692.0,32640.0,73440.0,0.0,0.0,0.0,0.0,1156368.0,2340897.0,2872152.0,5757072.0,1536650.0,2478547.0,1186878.0,1758528.0,2002784.0,3707550.0,4606314.0,7764448.0,3954281.0,8103640.0,2265038,5234176,Uva
8,Áustria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,41,Uva
9,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25630.0,52046.0,2869.0,9184.0,3208.0,9449.0,3482.0,10184.0,3035.0,10694.0,4871,19408,Uva
10,Bahrein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
11,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,214.0,17.0,53.0,113.0,319.0,141,402,Uva
12,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,59.0,110.0,354.0,83.0,197.0,180.0,457.0,163.0,540.0,237,874,Uva
13,Barein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,105.0,958.0,3353.0,250.0,796.0,277.0,937.0,316.0,1159.0,622,2602,Uva
14,Bélgica,1507559.0,3229623.0,1777534.0,4258476.0,122727.0,271655.0,0.0,0.0,0.0,0.0,16848.0,21255.0,88832.0,219060.0,0.0,0.0,0.0,0.0,150493.0,281779.0,176918.0,336252.0,12757.0,24336.0,202.0,664.0,39134.0,95538.0,254,1056,Uva
15,Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,48.0,20.0,32.0,55.0,92.0,117.0,248.0,52,125,Uva
16,Bermudas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,69.0,228.0,1047.0,390.0,1375.0,96.0,323.0,200.0,761.0,194,821,Uva
17,Bolívia,0.0,0.0,0.0,0.0,0.0,0.0,17.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,97.0,0.0,0.0,92974.0,34914.0,436800.0,250134.0,132736.0,67397.0,261712,151770,Uva
18,Bósnia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,67.0,447.0,472.0,0.0,0.0,0.0,0.0,0,0,Uva
19,Brasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,62.0,0.0,0.0,70.0,173.0,109.0,267.0,170,470,Uva
20,Bulgária,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,0,0,Uva
21,Burquina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
