Id,País,2009_Quantidade,2009_Valor,2010_Quantidade,2010_Valor,2011_Quantidade,2011_Valor,2012_Quantidade,2012_Valor,2013_Quantidade,2013_Valor,2014_Quantidade,2014_Valor,2015_Quantidade,2015_Valor,2016_Quantidade,2016_Valor,2017_Quantidade,2017_Valor,2018_Quantidade,2018_Valor,2019_Quantidade,2019_Valor,2020_Quantidade,2020_Valor,2021_Quantidade,2021_Valor,2022_Quantidade,2022_Valor,2023_Quantidade,2023_Valor,Categoria
107,Reino Unido,13299002.0,27473174.0,15023635.0,32927215.0,13266351.0,31910142.0,12426198.0,30179689.0,13294489.0,32153501.0,8957593.0,22621039.0,9569389.0,22726525.0,7619756.0,16444532.0,9034528.0,20326592.0,8558646.0,20872314.0,13501346.0,29677591.0,13978476.0,31486021.0,16631939.0,37513697.0,0.0,0.0,15358148,37383249,Uva
108,Republica Dominicana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
109,Romênia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,13194790.0,28569636.0,0,0,Uva
110,"Rússia,  Federação da",31488.0,70848.0,301102.0,758660.0,501930.0,893448.0,45320.0,104620.0,61440.0,176640.0,66912.0,150552.0,208715.0,335657.0,0.0,0.0,199140.0,477800.0,80.0,454.0,48084.0,101082.0,216906.0,472154.0,283727.0,662540.0,14440.0,32576.0,0,0,Uva
111,Samoa Americana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,0,0,Uva
112,São Cristóvão e Névis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,152,Uva
113,São Tomé e Príncipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
114,São Vicente e Granadinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,69.0,19.0,78.0,53.0,163.0,20,83,Uva
115,Serra Leoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2,5,Uva
116,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0,0,Uva
117,Singapura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18086.0,139714.0,16664.0,140893.0,15407,100508,Uva
118,Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20,30,Uva
119,Suécia,161000.0,380804.0,368010.0,859539.0,240313.0,422429.0,364265.0,1076257.0,957936.0,2773969.0,0.0,0.0,89000.0,174394.0,357380.0,772718.0,249805.0,501518.0,101350.0,211213.0,72036.0,156611.0,50.0,163.0,30.0,110.0,13.0,45.0,0,0,Uva
120,Suíça,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,8624.0,472.0,3661.0,2209.0,20998.0,3331.0,33507.0,2604.0,32752.0,3632,53106,Uva
121,Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,62.0,0.0,0.0,0,0,Uva
122,Tailândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,495.0,879.0,3629.0,762.0,3001.0,746.0,2781.0,811.0,3426.0,794,3413,Uva
123,Taiwan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,115.0,0.0,0.0,90.0,242.0,72.0,280.0,40.0,123.0,83,293,Uva
124,Tanzânia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,76,Uva
125,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
126,Trindade e Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
127,"Turcas e Caicos, ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,18.0,51.0,0.0,0.0,0.0,0.0,0,0,Uva
128,Turquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,440.0,485.0,1399.0,353.0,868.0,662.0,1677.0,194.0,642.0,334,976,Uva
129,Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
130,Uruguai,33634.0,64060.0,28848.0,48768.0,35216.0,90702.0,14864.0,39923.0,48720.0,117918.0,28960.0,73671.0,108040.0,177749.0,86816.0,203228.0,104368.0,253089.0,187316.0,301600.0,81440.0,98329.0,68196.0,58419.0,95722.0,155667.0,194634.0,336671.0,281594,547227,Uva
131,Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,73.0,73.0,133.0,80.0,244.0,31,88,Uva
132,Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
133,Vietnã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,51.0,0.0,0.0,18.0,49.0,100.0,271.0,60.0,260.0,63,177,Uva
134,Provisão de Navios e Aeronaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
1,Afeganistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,0.0,0.0,0,0,Vinho
2,África do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,95.0,4.0,21.0,0.0,0.0,0.0,0.0,117,698,Vinho
3,"Alemanha, República Democrática",225086.0,393482.0,27715.0,138666.0,36070.0,144150.0,8189.0,56342.0,61699.0,265978.0,213348.0,761653.0,10680.0,44780.0,14012.0,68109.0,15467.0,87702.0,10794.0,45382.0,3660.0,25467.0,6261.0,32605.0,2698.0,6741.0,7630.0,45367.0,4806,31853,Vinho
4,Angola,54786.0,84235.0,33557.0,189891.0,13889.0,69001.0,2833.0,8861.0,1573.0,9300.0,12182.0,23124.0,1908.0,17089.0,7359.0,35390.0,10170.0,61680.0,477.0,709.0,345.0,1065.0,0.0,0.0,0.0,0.0,4068.0,4761.0,0,0,Vinho
5,Anguilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
6,Antígua e Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,191.0,219.0,1549.0,624.0,1864.0,805.0,2268.0,419.0,1866.0,383,1848,Vinho
7,Antilhas Holandesas,8235.0,10651.0,9810.0,12808.0,7335.0,10188.0,9247.0,14081.0,11281.0,19565.0,4455.0,7169.0,6660.0,10545.0,16641.0,26450.0,5400.0,8550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
8,Arábia Saudita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,142,Vinho
9,Argentina,162.0,4523.0,0.0,0.0,13253.0,55460.0,0.0,0.0,0.0,0.0,20385.0,95130.0,0.0,0.0,0.0,0.0,0.0,0.0,15711.0,59150.0,0.0,0.0,1015.0,4176.0,6.0,13.0,480.0,3232.0,4545,36133,Vinho
10,Aruba,0.0,0.0,0.0,0.0,900.0,1680.0,0.0,0.0,0.0,0.0,450.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
11,Austrália,1014.0,9195.0,1823.0,17960.0,3632.0,40704.0,9345.0,56045.0,16707.0,101715.0,6308.0,43709.0,7437.0,48011.0,1954.0,13799.0,1350.0,7500.0,2055.0,6902.0,1161.0,4682.0,1013.0,3413.0,705.0,4034.0,1424.0,12299.0,2485,13565,Vinho
12,Áustria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,5220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,212.0,0,0,Vinho
13,Bahamas,0.0,0.0,3175.0,12759.0,4529.0,28810.0,1374.0,12087.0,581.0,5145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,634.0,791.0,3124.0,1212.0,3703.0,1083.0,4567.0,1215.0,5799.0,1348,7402,Vinho
14,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,2.0,20.0,7.0,84.0,0,0,Vinho
15,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,394.0,143.0,169.0,216.0,844.0,220.0,1145.0,58,303,Vinho
16,Barein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,2144.0,8.0,28.0,302.0,894.0,979.0,2789.0,283,1684,Vinho
17,Bélgica,125962.0,58764.0,42532.0,185411.0,11802.0,62339.0,16132.0,90718.0,22461.0,95893.0,151320.0,704093.0,4473.0,26399.0,7200.0,46534.0,2790.0,16405.0,7497.0,52799.0,2498.0,12548.0,3166.0,20460.0,483.0,3749.0,828.0,6145.0,95,683,Vinho
18,Belice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
19,Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,20333.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
20,Bermudas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,153,Vinho
21,Bolívia,40463.0,20729.0,54.0,282.0,12775.0,20215.0,11868.0,16804.0,19147.0,25998.0,12534.0,18303.0,10674.0,12990.0,13586.0,16902.0,9495.0,23085.0,21566.0,57424.0,0.0,0.0,9900.0,16025.0,5850.0,8360.0,32530.0,49011.0,21926,36950,Vinho
22,Bósnia-Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,52.0,0.0,0.0,0.0,0.0,0,0,Vinho
23,Brasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,46.0,2504.0,952.0,0,0,Vinho
24,Bulgária,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,0,0,Vinho
25,Cabo Verde,0.0,0.0,11991.0,49366.0,600.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,48.0,0.0,0.0,0.0,0.0,16.0,124.0,0.0,0.0,0,0,Vinho
26,Camarões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749.0,7476.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0,0,Vinho
27,Canadá,15664.0,73445.0,0.0,0.0,28906.0,128076.0,14304.0,146035.0,25329.0,174643.0,35082.0,226875.0,24547.0,118394.0,13711.0,71096.0,6075.0,30658.0,5308.0,20414.0,1589.0,6933.0,1672.0,8431.0,1172.0,6157.0,1183.0,5784.0,11539,42179,Vinho
28,Catar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13338.0,81606.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5,18,Vinho
29,"Cayman, Ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,203.0,19.0,106.0,123.0,339.0,104.0,356.0,160.0,958.0,438,2632,Vinho
30,Chile,1475.0,4297.0,0.0,0.0,0.0,0.0,8550.0,15438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11049.0,42832.0,0.0,0.0,11.0,13.0,26.0,6.0,2094.0,7986.0,9,63,Vinho
31,China,1553416.0,482400.0,795.0,2358.0,54156.0,334867.0,87905.0,642177.0,40929.0,279956.0,64040.0,455340.0,47609.0,222866.0,134106.0,499622.0,67594.0,266086.0,30835.0,126336.0,129852.0,376828.0,122253.0,363000.0,61884.0,264116.0,105395.0,404647.0,73917,183096,Vinho
32,Chipre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,480.0,672.0,1843.0,2478.0,6785.0,1855.0,4530.0,1521.0,4458.0,524,2995,Vinho
33,Cingapura,2419.0,6110.0,1533.0,5504.0,911.0,3317.0,1212.0,5310.0,766.0,5779.0,541.0,3887.0,1116.0,2774.0,5445.0,13199.0,0.0,0.0,3298.0,11616.0,5044.0,19099.0,4049.0,9316.0,0.0,0.0,0.0,0.0,0,0,Vinho
34,"Cocos (Keeling), Ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,0,0,Vinho
35,Colômbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6944.0,26273.0,897.0,1999.0,15660.0,23780.0,12160.0,21867.0,8217.0,14068.0,450,1259,Vinho
36,Comores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0,0,Vinho
37,Congo,0.0,0.0,0.0,0.0,360.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17100,26600,Vinho
38,"Coreia, Republica Sul",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,120.0,109.0,70.0,194.0,103.0,433.0,67.0,100.0,77.0,257.0,25,171,Vinho
39,Costa do Marfim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
40,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
41,Croácia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,123.0,0.0,0.0,34.0,484.0,0,0,Vinho
42,Cuba,0.0,0.0,0.0,0.0,2880.0,4899.0,0.0,0.0,0.0,0.0,38875.0,43200.0,97965.0,108864.0,63741.0,69830.0,62791.0,72229.0,4776.0,5584.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0,0,Vinho
43,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12340.0,23011.0,23930.0,43676.0,33951.0,62067.0,47962.0,65986.0,32263.0,58993.0,40673.0,66950.0,25135,40807,Vinho
44,Dinamarca,1980.0,21780.0,7034.0,69161.0,32797.0,83057.0,4716.0,23802.0,17892.0,101915.0,3240.0,16871.0,7080.0,29306.0,1278.0,8171.0,581.0,2829.0,0.0,0.0,240.0,306.0,659.0,1962.0,87.0,504.0,2.0,6.0,1734,15261,Vinho
45,Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,634.0,1485.0,2223.0,0,0,Vinho
46,El Salvador,55.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
47,Emirados Arabes Unidos,1398.0,4032.0,1035.0,3206.0,2120.0,6594.0,675.0,3300.0,0.0,0.0,640.0,3381.0,765.0,3740.0,585.0,2760.0,675.0,3302.0,360.0,1762.0,450.0,2202.0,581.0,2279.0,810.0,10522.0,4781.0,85465.0,1417,6762,Vinho
48,Equador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3780.0,3824.0,0.0,0.0,135.0,210.0,2790,4392,Vinho
49,"Eslovaca, Republica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
50,Espanha,2181.0,4050.0,0.0,0.0,5206.0,24618.0,0.0,0.0,1972980.0,3748940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.0,22631.0,3540.0,1353.0,28.0,126.0,0.0,0.0,0.0,0.0,180,4171,Vinho
51,Estados Unidos,372319.0,660066.0,228968.0,478630.0,306787.0,1030254.0,146585.0,303986.0,245368.0,786556.0,222267.0,494216.0,195896.0,524109.0,258072.0,687411.0,132688.0,1523699.0,169109.0,512519.0,209765.0,616274.0,300178.0,610793.0,111085.0,203554.0,220373.0,447893.0,229839,429091,Vinho
52,Estônia,5438.0,10802.0,15848.0,40778.0,450.0,5336.0,3321.0,19384.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Vinho
53,Filipinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9608.0,16205.0,736.0,2486.0,719.0,1548.0,2784.0,10368.0,375.0,790.0,94,334,Vinho
54,Finlândia,0.0,0.0,0.0,0.0,12404.0,50394.0,17100.0,67959.0,36682.0,283114.0,12960.0,94962.0,0.0,0.0,7617.0,41003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,Vinho
